Rank,Name,Year,Genre,Publisher
13892,100 Classic Games,2011,Misc,Rondomedia
13893,Ide Yosuke no Mahjong Kazoku,1995,Misc,Seta Corporation
13894,Richard Burns Rally,2004,Racing,SCi
13896,Quiz Mobile Gundam: Toi Senshi DX,2006,Puzzle,Namco Bandai Games
13897,R-Type Command (correct US sales),2007,Strategy,Rising Star Games
13898,E.T. The Extra-Terrestrial: Interplanetary Mission,2001,Platform,Ubisoft
13899,Story Hour: Fairy Tales,2008,Adventure,Zoo Digital Publishing
13900,Dynasty Warriors Vol. 2 (JP sales),2006,Action,Tecmo Koei
13901,Countdown Vampires,1999,Adventure,Namco Bandai Games
13902,Crypt Killer,1997,Shooter,Konami Digital Entertainment
13903,Tokumei Sentai Go-Busters,2012,Action,Namco Bandai Games
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002,Sports,Enix Corporation
13905,The Treasures of Montezuma,2010,Puzzle,Foreign Media Games
13908,Battle Hunter,1999,Strategy,Midas Interactive Entertainment
13909,PO'ed,1996,Shooter,Time Warner Interactive
13910,Heathcliff! Frantic Foto,2010,Misc,Storm City Games
13911,Adidas Power Soccer,1996,Sports,Psygnosis
13913,Secret Files 2: Puritas Cordis,2009,Adventure,Deep Silver
13914,Darklight Conflict,1997,Simulation,Electronic Arts
13915,Dragon Ball: Advanced Adventure,2004,Action,Namco Bandai Games
13916,Art of Fighting 3: The Path of the Warrior,1996,Fighting,SNK
13917,Rabbids Land,2012,Misc,Ubisoft
13918,Civilization Beyond Earth: Rising Tide,2015,Strategy,Take-Two Interactive
13919,The Ripping Friends,2002,Action,THQ
13921,Konami Arcade Classics,1999,Misc,Konami Digital Entertainment
13922,Hunter x Hunter: Wonder Adventure,2012,Action,Namco Bandai Games
13923,Super Army War,2005,Action,Flashpoint Games
13924,Ao no Exorcist: Genkoku no Labyrinth,2012,Action,Namco Bandai Games
13926,Echo Night Beyond,2004,Adventure,Indie Games
13927,Minna no Chizu,2006,Misc,Zenrin
13929,Taikou Risshiden V,2009,Strategy,Tecmo Koei
13932,Train Simulator 2016,2015,Simulation,Unknown
13934,Suzumiya Haruhi no Tsuisou,2011,Adventure,Namco Bandai Games
13937,Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision
13938,The Idolm@ster: Must Songs - Red Board / Blue Board,2015,Misc,Namco Bandai Games
13939,Jikkyou World Soccer 2002,2002,Sports,Konami Digital Entertainment
13940,Tenshou Gakuen Gekkouroku,2006,Adventure,Asmik Ace Entertainment
13942,Aquanaut's Holiday: Kakusareta Kiroku,2008,Adventure,Sony Computer Entertainment
13943,Real Soccer 2008,2007,Sports,Ubisoft
13944,Little Red Riding Hood's Zombie BBQ,2008,Shooter,Destineer
13945,Texas Hold 'Em Poker DS,2005,Misc,Majesco Entertainment
13947,APB Reloaded,2011,Role-Playing,Iceberg Interactive
13948,Railroad Tycoon 3,2003,Strategy,Gathering of Developers
13949,Magical Starsign (JP sales),2006,Role-Playing,Nintendo
13951,DT Carnage,2009,Racing,Agetec
13953,Teenage Zombies: Invasion of the Alien Brain Thingys,2008,Adventure,Ignition Entertainment
13958,Rugby 08,2007,Sports,Electronic Arts
13959,GoPets: Vacation Island,2008,Simulation,Konami Digital Entertainment
13960,Pia Carrot e Youkoso!! 2.5,2008,Adventure,NEC Interchannel
13961,Cy Girls,2004,Action,Konami Digital Entertainment
13962,The Sum of All Fears,2002,Shooter,Ubisoft
13963,Da Capo I & II Plus Situation Portable,2010,Adventure,Kadokawa Shoten
13965,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010,Misc,D3Publisher
13966,Bubble Bobble Double Shot,2007,Puzzle,Rising Star Games
13968,Monster Hunter Frontier Online: Season 9.0,2010,Role-Playing,Capcom
13970,C.O.R.E.,2009,Shooter,Graffiti
13971,Garfield: The Search for Pooky,2003,Platform,Game Factory
13973,Galaxy Fight,1994,Fighting,Sunsoft
13974,Chaos Wars,2006,Strategy,Idea Factory
13975,Steambot Chronicles,2005,Role-Playing,505 Games
13976,Toki no Kizuna: Sekigahara Kitan,2012,Action,Idea Factory
13977,Mr. Driller,1999,Puzzle,Namco Bandai Games
13978,Norn9: Norn + Nonette,2013,Adventure,Idea Factory
13979,Super Hero Generation,2014,Role-Playing,Namco Bandai Games
13980,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007,Adventure,D3Publisher
13981,Gumby vs. the Astrobots,2005,Action,Namco Bandai Games
13982,Trine 2,2011,Platform,Focus Home Interactive
13983,Doraemon: Shin Nobita no Nihon Tanjou,2016,Misc,FuRyu
13984,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,Misc,D3Publisher
13985,Worms: Ultimate Mayhem,2011,Strategy,Unknown
13988,Chaos;Head Noah,2009,Adventure,5pb
13989,Tears to Tiara Anecdotes: The Secret of Avalon,2009,Strategy,Aqua Plus
13990,Legasista,2012,Role-Playing,Nippon Ichi Software
13991,Fatal Fury: Battle Archives Volume 1,2006,Fighting,Ignition Entertainment
13992,The Night of the Rabbit,2013,Adventure,Daedalic Entertainment
13993,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,2009,Adventure,Tecmo Koei
13997,Music Maker: Rockstar,2009,Misc,Magix
13998,Fading Shadows,2008,Puzzle,Ivolgamus
13999,Formula 1 06,2006,Racing,Sony Computer Entertainment
14000,Without Warning,2005,Shooter,Capcom
14001,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008,Misc,GungHo
14003,Age of Mythology: The Titans,2003,Strategy,Microsoft Game Studios
14004,Fighting Vipers 2,2000,Fighting,Sega
14007,12-Sai. Koisuru Diary,2016,Adventure,Happinet
14008,Castlevania: Lords of Shadow - Reverie,2011,Action,Konami Digital Entertainment
14009,Napoleon Dynamite: The Game,2007,Puzzle,Crave Entertainment
14010,Beatdown: Fists of Vengeance,2005,Action,Capcom
14011,Enchanted Arms (JP sales),2007,Role-Playing,Ubisoft
14012,Monster Force,2002,Shooter,Universal Interactive
14013,World of Goo,2008,Puzzle,2D Boy
14014,Onsei Kanjou Sokuteiki: Kokoro Scan,2007,Misc,Sega
14015,Clock Zero: Shuuen no Ichibyou Portable,2011,Adventure,Idea Factory
14016,San Goku Shi DS 3,2010,Strategy,Tecmo Koei
14017,Trick x Logic: Season 2,2010,Adventure,Sony Computer Entertainment
14018,Challenge Me: Word Puzzles,2011,Puzzle,O-Games
14019,Hakuouki: Zuisouroku,2009,Adventure,Idea Factory
14020,World in Conflict,2007,Strategy,Vivendi Games
14022,Derby Tsuku 5: Derby Uma o Tsukurou!,2006,Sports,Sega
14023,S.T.A.L.K.E.R.: Clear Sky,2008,Shooter,Deep Silver
14025,SD Gundam Force: Showdown!,2004,Shooter,Namco Bandai Games
14026,Ray Gigant,2015,Role-Playing,Namco Bandai Games
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,Adventure,Konami Digital Entertainment
14028,Flow: Urban Dance Uprising,2005,Misc,Ubisoft
14029,Ailu de Puzzle,2012,Action,Capcom
14030,World in Conflict: Complete Edition,2009,Strategy,Ubisoft
14031,True Pinball,1996,Misc,Ocean
14032,Jane's Hotel,2010,Simulation,Unknown
14033,Stadium Games,2003,Sports,Ignition Entertainment
14035,Power Play Pool,2006,Sports,System 3 Arcade Software
14036,J-League Pro Striker 2,1994,Sports,Sega
14038,Caesar III,1998,Strategy,Vivendi Games
14039,Super Robot Taisen: Scramble Commander the 2nd,2007,Strategy,Banpresto
14040,Mahjong Taikai,2004,Misc,Tecmo Koei
14042,Espgaluda II Black Label,2010,Shooter,Cave
14045,Hot Potato!,2001,Action,BAM! Entertainment
14047,Kiniro no Corda 2 f,2009,Role-Playing,Tecmo Koei
14048,Swords,N/A,Fighting,Unknown
14050,Deception III: Dark Delusion,1999,Role-Playing,Tecmo Koei
14051,Gothic Universe,2007,Role-Playing,JoWood Productions
14052,Ultimate Game Room,2009,Misc,Majesco Entertainment
14055,Nobunaga's Ambition II,2015,Strategy,Tecmo Koei
14056,DarkStar One,2006,Simulation,Ubisoft
14057,Half-Minute Hero 2,N/A,Role-Playing,Rising Star Games
14058,Clockwork Empires,N/A,Strategy,Unknown
14059,Monster Kingdom: Jewel Summoner,2006,Role-Playing,Sony Computer Entertainment
14060,Cook Wars,2009,Misc,Ubisoft
14061,Kuroshitsuji: Phantom & Ghost,2009,Action,Square Enix
14062,Petz: Catz Playground,2010,Simulation,Ubisoft
14063,Pirates: Duels on the High Seas,2008,Action,Oxygen Interactive
14064,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010,Role-Playing,ChunSoft
14065,Sins of a Solar Empire: Trinity,2010,Strategy,Kalypso Media
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010,Adventure,Yeti
14067,Mahjong 300,2011,Puzzle,Avanquest
14069,Sega Arcade Gallery,2003,Misc,THQ
14070,Crazy Machines,2008,Puzzle,DTP Entertainment
14071,Astrology DS,2009,Misc,Deep Silver
14072,"My World, My Way (US sales)",2008,Role-Playing,Global A Entertainment
14073,Planescape: Torment,1998,Role-Playing,Interplay
14074,Tao Adventure: Curse Demon,2005,Role-Playing,Konami Digital Entertainment
14075,Aegis of Earth: Protonovus Assault,2016,Action,PQube
14077,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,Racing,Zoo Digital Publishing
14078,A Game of Thrones: Genesis,2011,Strategy,Focus Home Interactive
14079,Hotel Giant 2,2008,Strategy,JoWood Productions
14080,NHRA Drag Racing: Countdown to the Championship,2007,Racing,THQ
14081,Black Stone: Magic & Steel,2003,Role-Playing,THQ
14083,Puyo Pop Fever(us sales),2004,Puzzle,Ignition Entertainment
14085,Assassin's Creed Chronicles: China,2015,Action,Ubisoft
14087,Harukanaru Toki no Naka de: Maihitoyo,2006,Adventure,Tecmo Koei
14088,Painkiller: Hell Wars,2006,Shooter,DreamCatcher Interactive
14089,Housekeeping,N/A,Action,N/A
14090,FunkMaster Flex's Digital Hitz Factory,2003,Misc,Jester Interactive
14093,Sangoku Koi Senki: Otome no Heihou!,2012,Adventure,Prototype
14094,Batman: A Telltale Game Series,2016,Adventure,Telltale Games
14095,Castlevania Bloodlines,1994,Platform,Konami Digital Entertainment
14096,Hakuouki: Zuisouroku DS,2011,Adventure,Idea Factory
14097,Might & Magic X: Legacy,2014,Role-Playing,Ubisoft
14099,Luminous Arc 3,2009,Role-Playing,Marvelous Interactive
14102,Rebel Raiders: Operation Nighthawk,2006,Simulation,Kando Games
14103,Turbo: Super Stunt Squad,2013,Sports,D3Publisher
14104,Zenkoku Dekotora Matsuri,2008,Racing,Jaleco
14107,Alienators: Evolution Continues,2001,Action,Activision
14108,Onechanbara Z Kagura,2013,Action,D3Publisher
14109,Marines: Modern Urban Combat,2010,Shooter,O-Games
14110,DoraMoji: Nobita no Kanji Daisakusen,2015,Misc,Shogakukan
14111,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,Misc,Unknown
14112,Supreme Ruler: Cold War,2011,Strategy,Paradox Interactive
14113,Travel Coach: Europe 1,2008,Misc,HMH Interactive
14117,The Idolmaster: Gravure For You! Vol. 4,2012,Misc,Namco Bandai Games
14119,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009,Role-Playing,Marvelous Interactive
14121,Asterix & Obelix: Kick Buttix,2004,Action,Atari
14122,Radiant Silvergun,1998,Shooter,ESP
14123,Bounty Hounds,2006,Action,Namco Bandai Games
14124,Care Bears - Care Quest,2005,Action,Game Factory
14126,Cooking Mama: My Sweets Shop,2014,Simulation,Office Create
14127,Championship Manager Season 01/02,2001,Sports,Eidos Interactive
14128,Even in a Game Listen to Me Girls. I Am Your Father!,2012,Action,Namco Bandai Games
14129,Tokyo Majin Gakuen: Kenfuuchou,2008,Adventure,Marvelous Interactive
14130,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002,Action,Hudson Soft
14131,Zatch Bell! Electric Arena,2003,Fighting,Banpresto
14132,Boulder Dash: Rocks!,2007,Puzzle,10TACLE Studios
14134,The Void,2008,Adventure,Mamba Games
14136,Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,Misc,Daito
14137,Maximum Racing: Drag & Stock Racer,2010,Racing,Nordic Games
14138,Sky Dancers,2005,Action,Crave Entertainment
14140,Resident Evil 4 HD,2016,Shooter,Capcom
14142,Clever Kids: Pirates,2008,Misc,Midas Interactive Entertainment
14144,Tour de France 2014,2014,Sports,Focus Home Interactive
14145,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,Misc,Fields
14147,The Legend of Heroes: Trails in the Sky SC Evolution,2015,Role-Playing,Kadokawa Games
14149,Wangan Midnight,2007,Racing,Genki
14150,ESPN NBA 2Night 2002,2002,Sports,Konami Digital Entertainment
14153,Kekkaishi: Kokubourou no Kage,2007,Action,Namco Bandai Games
14154,Trap Gunner: Countdown to Oblivion,1998,Strategy,Konami Digital Entertainment
14156,Mame Goma: Shiro to Kuro no Meikyuu,2012,Action,Nippon Ichi Software
14159,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006,Adventure,D3Publisher
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,2009,Adventure,Tecmo Koei
14161,Rise of Nations: Rise of Legends,2006,Strategy,Microsoft Game Studios
14162,Sabre Wulf,N/A,Platform,THQ
14163,Tsuyo Kiss: Mighty Heart,2006,Adventure,Princess Soft
14164,Zoo Tycoon,2001,Strategy,Microsoft Game Studios
14165,Gacharoku,2002,Misc,Sony Computer Entertainment
14167,Cake Mania: Baker's Challenge,2008,Puzzle,Destineer
14169,Zoo Vet: Endangered Animals,2008,Simulation,505 Games
14170,Deer Drive: Legends,2012,Action,Maximum Family Games
14173,Criminal Girls 2,2015,Role-Playing,Nippon Ichi Software
14174,SD Gundam G Generation: Gather Beat 2,2001,Strategy,Namco Bandai Games
14175,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011,Role-Playing,Hudson Soft
14177,Diabolik Lovers: Dark Fate,2015,Action,Idea Factory
14178,Battle Engine Aquila,2003,Shooter,Atari
14179,Astonishia Story,2006,Role-Playing,Ubisoft
14181,Special Forces: Nemesis Strike,2005,Shooter,Hip Interactive
14182,Women's Volleyball Championship,2007,Sports,Spike
14183,Junior Island Adventure,2011,Puzzle,Unknown
14184,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,Sports,Konami Digital Entertainment
14186,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,Misc,Tecmo Koei
14187,Sacra Terra: Angelic Night,2011,Puzzle,Avanquest
14189,Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games
14190,Crimson Tears,2004,Role-Playing,Capcom
14191,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008,Simulation,Konami Digital Entertainment
14192,Batman Forever: The Arcade Game,1996,Action,Acclaim Entertainment
14193,Romance of the Three Kingdoms (3DS),2013,Strategy,Tecmo Koei
14194,Electroplankton,2005,Misc,Nintendo
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011,Strategy,Nippon Ichi Software
14199,Mashiro Iro Symphony: *mutsu-no-hana,2011,Adventure,Comfort
14201,Monster Guardians,2001,Role-Playing,Konami Digital Entertainment
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009,Fighting,Konami Digital Entertainment
14203,An American Tail: Fievel's Gold Rush,2002,Platform,Conspiracy Entertainment
14204,Dead or Alive Xtreme 3: Venus,2016,Sports,Tecmo Koei
14205,Diabolik Lovers: More Blood,2013,Adventure,Idea Factory
14206,Magna Carta Portable,2006,Role-Playing,Banpresto
14209,Crazy Chicken: Star Karts,2008,Racing,Phenomedia
14210,Detective Conan: Phantom Rhapsody,2014,Action,Namco Bandai Games
14211,Super Dodgeball Brawlers (jp sales),2008,Sports,Arc System Works
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007,Role-Playing,Nippon Ichi Software
14213,M&Ms Shell Shocked,2001,Action,Berkeley
14214,RACE On,2009,Racing,bitComposer Games
14215,K-On! After School Live!! HD Ver.,2012,Action,Sega
14216,Metal Gear Solid: The Essential Collection (JP sales),2007,Adventure,Konami Digital Entertainment
14219,3D Baseball,1996,Sports,BMG Interactive Entertainment
14220,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Misc,Hackberry
14221,First Queen: Ornic Senki,1994,Role-Playing,Culture Brain
14223,Dream C Club Zero,2011,Simulation,D3Publisher
14224,Shining Stars,2008,Action,"Destination Software, Inc"
14225,Tail Concerto,1998,Adventure,Namco Bandai Games
14227,James Pond: Codename Robocod,2005,Platform,Play It
14228,Yumi's Odd Odyssey,2013,Platform,Agatsuma Entertainment
14229,Night Head: The Labyrinth,1995,Adventure,Fuji
14230,JoJo's Bizarre Adventure: Eyes of Heaven,2015,Fighting,Namco Bandai Games
14231,Angler's Club: Ultimate Bass Fishing 3D,2011,Sports,D3Publisher
14232,Utawarerumono Portable,2009,Role-Playing,Aqua Plus
14233,Gaia Saver Hero Saidai no Sakusen,1994,Role-Playing,Banpresto
14234,EverBlue 2,2002,Adventure,Capcom
14235,Emma at the Farm,2008,Adventure,Aspyr
14236,NASCAR Heat Evolution,2016,Racing,Dusenberry Martin Racing
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,2009,Adventure,Alchemist
14238,The Sims 2: Glamour Life Stuff,2006,Simulation,Electronic Arts
14239,Safari Adventures: Africa,2007,Adventure,Neko Entertainment
14242,Yumeiro Patissiere: My Sweets Cooking,2010,Simulation,Konami Digital Entertainment
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006,Misc,Daito
14245,Maximum Racing: GP Classic Racing,2010,Racing,Nordic Games
14247,Rugby League Live 3,2015,Action,Tru Blu Entertainment
14248,PowerSlave,1996,Shooter,BMG Interactive Entertainment
14250,Project Gotham Racing 2 (JP weekly sales),2003,Action,Microsoft Game Studios
14251,Ukiyo no Shishi,2015,Action,Namco Bandai Games
14252,The Binding of Isaac,2012,Action,Unknown
14253,CT Special Forces,2002,Action,LSP Games
14254,FIFA World Cup: Germany 2006,2006,Sports,Electronic Arts
14255,Jewel Master: Cradle of Rome,2008,Puzzle,Rondomedia
14257,Beastly,2011,Misc,Unknown
14258,Crash Time: Autobahn Pusuit,2008,Racing,RTL
14259,Earthworm Jim 2,2002,Platform,Vivendi Games
14260,Garfield: A Tale of Two Kitties,2006,Platform,Game Factory
14261,Tamagotchi no Doki Doki Dream Omisecchi,2013,Simulation,Namco Bandai Games
14262,Toushin Toshi,2014,Role-Playing,imageepoch Inc.
14263,Suujin Taisen,2007,Strategy,Nintendo
14266,Street Supremacy,2005,Racing,Konami Digital Entertainment
14267,Combat Mission: Shock Force,2007,Strategy,Paradox Interactive
14268,Rome: Total War - Gold Edition,2006,Strategy,Sega
14269,House M.D.,2010,Adventure,Mindscape
14270,Mystery Case Files: Ravenhearst,2007,Puzzle,Focus Home Interactive
14271,YoKai Watch Dance: Just Dance Special Version,2015,Misc,Level 5
14272,River King: Mystic Valley (jp sales),2007,Sports,Rising Star Games
14274,Jig-A-Pix: Wild World,2009,Puzzle,Zushi Games
14275,Best Friends Tonight,2010,Misc,Ubisoft
14276,Beyond the Labyrinth,N/A,Role-Playing,Unknown
14277,Living Legends: Frozen Beauty,2014,Action,Big Fish Games
14279,.hack: Sekai no Mukou ni + Versus,2012,Action,Namco Bandai Games
14280,Sea Park Tycoon,2010,Simulation,Foreign Media Games
14281,Disney Sports Soccer,2002,Sports,Konami Digital Entertainment
14282,Cooking Mama 5: Bon Appetit!,2013,Simulation,Office Create
14283,Mame Goma: Honobo no Nikki,2007,Simulation,TDK Core
14285,Nancy Drew: Alibi In Ashes,2011,Adventure,Her Interactive
14287,Ultimate Block Party,2004,Puzzle,505 Games
14288,Disney's Hide & Sneak,2003,Action,Capcom
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,Strategy,Tecmo Koei
14291,Raw Danger!,2006,Action,505 Games
14292,Arthur and the Invisibles,2007,Adventure,Atari
14293,Flipper Critters,2007,Simulation,Conspiracy Entertainment
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015,Role-Playing,Rocket Company
14295,Monster Rancher Hop-A-Bout,2000,Action,Tecmo Koei
14296,Foto Showdown,2010,Role-Playing,Unknown
14297,Custom Beat Battle: Draglade 2,2008,Fighting,Namco Bandai Games
14298,Gotouchi Kenkei DS,2006,Misc,Spike
14299,Bikkuriman Daijiten,N/A,Misc,N/A
14300,Accel World: Ginyoku no Kakusei,2012,Adventure,Namco Bandai Games
14301,Elf Bowling 1 & 2,2005,Sports,Ignition Entertainment
14302,Men of War,2009,Strategy,505 Games
14303,Toy Shop,2008,Simulation,Majesco Entertainment
14304,Metroid Prime: Federation Force,2016,Action,Nintendo
14305,GunGriffon: Allied Strike,2004,Simulation,Microsoft Game Studios
14307,Vitamin X Evolution,2008,Adventure,D3Publisher
14308,Saru! Get You! SaruSaru Daisakusen,2007,Platform,Sony Computer Entertainment
14309,Sonic Boom: Fire & Ice,2016,Platform,Sega
14310,The Flintstones: Big Trouble in Bedrock,2001,Platform,Swing! Entertainment
14311,Hallowed Legends: Samhain,2011,Adventure,Focus Home Interactive
14312,Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment
14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010,Misc,Kamui
14314,Silverlicious,2012,Action,N/A
14315,Majesty 2: The Fantasy Kingdom Sim,N/A,Simulation,Unknown
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,2016,Fighting,Namco Bandai Games
14317,BeatMania IIDX 14 Gold,2008,Simulation,Konami Digital Entertainment
14318,PopCap Arcade Vol 2,2009,Misc,PopCap Games
14319,Toriko: Ultimate Survival,2013,Action,Namco Bandai Games
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996,Misc,ASK
14321,Vegas Casino,2007,Misc,Neko Entertainment
14323,Madou Monogatari,1998,Role-Playing,Compile
14325,Smart Girl's Winter Wonderland,2008,Misc,UFO Interactive
14326,Tork: Prehistoric Punk,2005,Platform,Microsoft Game Studios
14327,Togainu no Chi: True Blood,2008,Adventure,Kadokawa Shoten
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012,Adventure,D3Publisher
14329,Chicken Shoot 2,2005,Adventure,Zoo Digital Publishing
14330,Neverwinter Nights,2002,Role-Playing,Atari
14331,East India Company Collection,2010,Misc,Paradox Interactive
14333,The Inner World,2013,Adventure,Headup Games
14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,Misc,Hackberry
14335,Underground Pool,2007,Sports,UFO Interactive
14337,Classic Dungeon: Fuyoku no Masoujin,2010,Role-Playing,Nippon Ichi Software
14338,Alter Ego,1985,Simulation,Activision
14340,Rampo,1995,Adventure,Sega
14341,River City Super Sports Challenge,2010,Sports,Arc System Works
14342,My Pet Shop (JP sales),2008,Simulation,Square Enix
14343,Exstetra,2013,Role-Playing,FuRyu
14344,Konami Classics Series: Arcade Hits,2007,Misc,Konami Digital Entertainment
14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010,Simulation,Konami Digital Entertainment
14348,SingStar Chartbreaker,2009,Misc,Sony Computer Entertainment
14349,Hiiro no Kakera 2: Hisui no Shizuku,2007,Adventure,Idea Factory
14351,Sorcery Saga: The Curse of the Great Curry God,2013,Role-Playing,Rising Star Games
14352,SingStar Fussballhits,2010,Misc,Sony Computer Entertainment
14353,A Good Librarian Like a Good Shepherd: Library Party,2015,Action,Kaga Create
14354,Dance Factory,2006,Action,Codemasters
14356,Montessori Music,2008,Misc,Oxygen Interactive
14357,Totally Spies!,2005,Platform,Atari
14358,DragonHeart: Fire & Steel,1996,Action,Acclaim Entertainment
14359,Nishijin Pachinko Monogatari 2,1996,Misc,KSS
14361,Gal Gun: Double Peace,2015,Action,PQube
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015,Action,Namco Bandai Games
14364,The Legend of Heroes III: Song of the Ocean,2006,Role-Playing,Namco Bandai Games
14365,Dungeon Maker: Hunting Ground,2006,Role-Playing,Global A Entertainment
14366,Mushihimesama Futari Ver 1.5,2009,Shooter,Cave
14369,Lock On: Modern Air Combat,2003,Simulation,Ubisoft
14370,Toaru Majutsu no Kagaku no Ensemble,2013,Adventure,Namco Bandai Games
14374,Super Meat Boy: Ultra Edition!,2011,Platform,Unknown
14376,Brothers Conflict: Brilliant Blue,2013,Adventure,Idea Factory
14378,Hajime no Ippo: The Fighting! (2014),2014,Sports,Namco Bandai Games
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,2007,Role-Playing,Nintendo
14380,Fullmetal Alchemist: Brotherhood,N/A,Action,Unknown
14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008,Adventure,Marvelous Interactive
14382,Medabots 9: Metabee / Rokusho,2015,Role-Playing,Rocket Company
14383,Doodle Hex,2008,Puzzle,Pinnacle
14384,Homeworld 2,2003,Strategy,Vivendi Games
14385,Hakuoki Zuisouroku Omokage Hana,2015,Action,Idea Factory
14386,Hearts of Iron IV,2016,Strategy,Paradox Interactive
14387,thinkSMART FAMILY!,2010,Misc,Conspiracy Entertainment
14388,Last Escort: Club Katze,2010,Adventure,D3Publisher
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010,Adventure,Yeti
14392,Otometeki Koi Kakumei * Love Revo,2006,Adventure,Interchannel
14393,Phantasy Star Online 2 Episode 4: Deluxe Package,2017,Role-Playing,Sega
14394,Timmy Time,2011,Action,Avanquest
14395,Infinite Stratos 2: Ignition Hearts,2014,Adventure,5pb
14397,Airship Q,2015,Platform,Cygames
14399,Otomedius Gorgeous,2008,Shooter,Konami Digital Entertainment
14400,Jikandia: The Timeless Land,2010,Role-Playing,Idea Factory
14401,Egg Mania: Eggstreme Madness,2002,Puzzle,Kemco
14403,Boot Camp Academy,2010,Action,Zoo Games
14405,Zero Escape: Virtue's Last Reward,2012,Adventure,Rising Star Games
14406,Darkstalkers Resurrection,2013,Fighting,Capcom
14407,Take On Helicopters,2011,Simulation,Unknown
14408,Highschool Terra Story,1998,Adventure,KID
14409,Emergency! Disaster Rescue Squad,2009,Simulation,Destineer
14411,Empire Earth II,2005,Strategy,Vivendi Games
14412,Suggoi! Arcana Heart 2,2009,Fighting,AQ Interactive
14415,Mother Goose no Himitsu no Yakata,2011,Adventure,Quinrose
14417,Winning Post 7 2009,2009,Sports,Tecmo Koei
14418,Knights of Honor,2004,Strategy,Sunflowers
14419,Puzzle & Action: Tant-R,1994,Misc,Sega
14421,Away: Shuffle Dungeon,2008,Role-Playing,Majesco Entertainment
14423,Bubble Bobble Evolution,2006,Puzzle,Rising Star Games
14424,Codename: Panzers Cold War,2009,Strategy,Atari
14425,Kekkaishi: Kokubourou Shuurai,2008,Action,Namco Bandai Games
14426,Shugo Chara! Amunonijiro Chara Change,2008,Action,Konami Digital Entertainment
14427,Galleon: Islands of Mystery,2004,Action,SCi
14428,Renai 0 Kilometer,2013,Adventure,Alchemist
14429,World Sports Competition,2009,Sports,Hudson Soft
14431,Tantei Jinguuji Saburo DS: Kienai Kokoro,2008,Adventure,Arc System Works
14432,Far East of Eden Shinden,1995,Fighting,Hudson Soft
